ID,ISO,Country,Member Organization,Number of Active Organizations:
77,ZAF,South Africa,"ActionAid International USA, Adventist Development and Relief Agency International, African Medical & Research Foundation, African Methodist Episcopal Service and Development Agency, Africare, American Jewish Joint Distribution Committee, American Jewish World Service, AmeriCares, Baptist World Alliance, Brother's Brother Foundation, CARE, Catholic Relief Services, CBM, Centre for Development and Population Activities, Christian Reformed World Relief Committee, Direct Relief International, Disability Rights Education and Defense Fund (DREDF), Episcopal Relief & Development, Giving Children Hope, Global Fund for Children, Global Health Council, GlobalGiving, Habitat for Humanity International, HelpAge USA, INMED Partnerships for Children, International Center for Not-for-Profit Law, International Center for Research on Women (ICRW), International Social Service - United States of America Branch Inc., International Youth Foundation, Islamic Relief USA, Jesuit Refugee Service, Jhpiego, Lions Club International Foundation, Management Sciences for Health (MSH), Medical Care Development, National Cooperative Business Association (NCBA), ONE Campaign, One Economy Corporation, Pact, PATH, Pathfinder International, PCI, Perkins International, Planet Aid, Project C.U.R.E, ProLiteracy Worldwide, Save the Children, Solidarity Center, Stop Hunger Now, Taiwan Buddhist Tzu Chi Foundation, The Global FoodBanking Network (GFN), Unitarian Universalist Service Committee, United Nations Foundation, Winrock International, World Vision",
160,KOR,South Korea,"Adventist Development and Relief Agency International, Baptist World Alliance, Bethany Christian Service International, Direct Relief International, Episcopal Relief & Development, Global Health Council, GlobalGiving, Habitat for Humanity International, Holt International Children's Services, International Youth Foundation, Joint Council on International Children’s Services, Korean American Sharing Movement, Lions Club International Foundation, PATH",
56,SSD,South Sudan,"Action Against Hunger | ACF International, Adeso, African Medical & Research Foundation, American Red Cross International Services, BRAC USA, CHF International, Development Gateway, IMA World Health, International Center for Not-for-Profit Law, IntraHealth International Inc., Medical Teams International, Refugees International, Save the Children, Water for South Sudan, World Food Program USA (WFP USA)",
78,ESP,Spain,"ActionAid International USA, Adventist Development and Relief Agency International, Baptist World Alliance, Global Health Council, GlobalGiving, International Youth Foundation, Lions Club International Foundation, Mobility International USA",
79,LKA,Sri Lanka,"ACDI/VOCA, ActionAid International USA, Adventist Development and Relief Agency International, American Jewish Joint Distribution Committee, American Jewish World Service, American Red Cross International Services, AmeriCares, Baptist World Alliance, BRAC USA, Brother's Brother Foundation, CARE, Catholic Relief Services, CBM, ChildFund International, Christian Reformed World Relief Committee, Church World Service, Direct Relief International, Episcopal Relief & Development, Friends of ACTED, Giving Children Hope, Global Fund for Children, Global Health Council, GlobalGiving, Habitat for Humanity International, Handicap International USA, Heartland Alliance, HelpAge USA, Helping Hand for Relief and Development, International Center for Not-for-Profit Law, International Foundation for Electoral Systems (IFES), International Medical Health Organization (IMHO), International Rescue Committee (IRC), International Youth Foundation, Jesuit Refugee Service, Lions Club International Foundation, Lutheran World Relief (LWR), Mercy Corps, Operation USA, Outreach International, PATH, Perkins International, Plan, Relief International, ReSurge International, Save the Children, Society for International Development (SID), Solidarity Center, Stop Hunger Now, Taiwan Buddhist Tzu Chi Foundation, United Methodist Committee on Relief, World Concern, World Food Program USA (WFP USA), World Vision",
161,KNA,St. Kitts and Nevis,"American Red Cross International Services, Americas ReliefTeam, Brother's Brother Foundation, Management Sciences for Health (MSH), Pan American Health and Education Foundation (PAHEF)",
162,LCA,St. Lucia,"American Red Cross International Services, AmeriCares, Americas ReliefTeam, Brother's Brother Foundation, Food for the Poor (FFP), International Medical Corps, International Youth Foundation, Lions Club International Foundation, Management Sciences for Health (MSH), Pan American Development Foundation, Pan American Health and Education Foundation (PAHEF), Perkins International, Project C.U.R.E",
163,VCT,St. Vincent and Grenadines,"AmeriCares, Americas ReliefTeam, Brother's Brother Foundation, ChildFund International, Direct Relief International, Food for the Poor (FFP), Global Health Council, Lions Club International Foundation, Pan American Health and Education Foundation (PAHEF), Project C.U.R.E",
164,SDN,Sudan,"ACDI/VOCA, Adventist Development and Relief Agency International, American Jewish Joint Distribution Committee, American Jewish World Service, American Red Cross International Services, American Refugee Committee, AmeriCares, Baptist World Alliance, Brother's Brother Foundation, CARE, Catholic Relief Services, CBM, CHF International, Christian Reformed World Relief Committee, Church World Service, CONCERN Worldwide, Direct Relief International, Education Development Center (EDC), Episcopal Relief & Development, Friends of ACTED, Giving Children Hope, Global Health Council, GlobalGiving, Handicap International USA, Heart to Heart International, HelpAge USA, Helping Hand for Relief and Development, Information Management and Mine Action Programs (IMMAP), International Foundation for Electoral Systems (IFES), International Medical Corps, International Relief & Development, International Rescue Committee (IRC), Jesuit Refugee Service, Jhpiego, Life for Relief and Development, Lions Club International Foundation, Lutheran World Relief (LWR), Management Sciences for Health (MSH), Medical Emergency Relief International (Merlin), Mercy Corps, Oxfam America, Pact, Plan, Presbyterian Disaster Assistance, Project C.U.R.E, Refugees International, Relief International, Resolve Uganda, Save the Children, Solar Cookers International, Stop Hunger Now, Unitarian Universalist Service Committee, United Methodist Committee on Relief, USA for UNHCR, Winrock International, Women for Women International, World Concern, World Food Program USA (WFP USA), World Relief, World Vision",
165,SUR,Suriname,"Americas ReliefTeam, Management Sciences for Health (MSH), World Wildlife Fund (WWF)",
51,SWZ,Swaziland,"Action Against Hunger | ACF International, ActionAid International USA, Adventist Development and Relief Agency International, AmeriCares, Brother's Brother Foundation, Catholic Relief Services, CBM, Giving Children Hope, GlobalGiving, Heart to Heart International, International Relief & Development, Jhpiego, Lions Club International Foundation, Management Sciences for Health (MSH), Pact, PATH, Project C.U.R.E, Solidarity Center, Stop Hunger Now, Taiwan Buddhist Tzu Chi Foundation, Winrock International, World Food Program USA (WFP USA), World Vision",
80,SWE,Sweden,"ActionAid International USA, Adventist Development and Relief Agency International, Baptist World Alliance, International Rescue Committee (IRC), International Youth Foundation, Jesuit Refugee Service, Lions Club International Foundation, The Hunger Project, World Society for the Protection of Animals",
166,CHE,Switzerland,"Adventist Development and Relief Agency International, Aga Khan Foundation USA, Baptist World Alliance, Global Health Council, GlobalGiving, International Catholic Migration Commission (ICMC), International Rescue Committee (IRC), International Social Service - United States of America Branch Inc., International Youth Foundation, Lions Club International Foundation, The Hunger Project, World Vision",
52,SYR,Syria,"Action Against Hunger | ACF International, Aga Khan Foundation USA, Baptist World Alliance, Catholic Relief Services, CBM, Church World Service, Giving Children Hope, International Catholic Migration Commission (ICMC), International Medical Corps, International Orthodox Christian Charities (IOCC), International Rescue Committee (IRC), Jesuit Refugee Service, Life for Relief and Development, Lions Club International Foundation, Mercy Corps, Refugees International, World Food Program USA (WFP USA)",
201,TWN,Taiwan,"Baptist World Alliance, Catholic Relief Services, International Youth Foundation",
167,TJK,Tajikistan,"ACDI/VOCA, Adventist Development and Relief Agency International, Aga Khan Foundation USA, American Jewish Joint Distribution Committee, American Red Cross International Services, CARE, Catholic Relief Services, CBM, Counterpart International, Friends of ACTED, Giving Children Hope, Global Fund for Children, Global Health Council, GlobalGiving, Habitat for Humanity International, Handicap International USA, Heart to Heart International, HelpAge USA, International Center for Not-for-Profit Law, International Foundation for Electoral Systems (IFES), Management Sciences for Health (MSH), Mercy Corps, PATH, Project C.U.R.E, Relief International, Save the Children, Stop Hunger Now, Winrock International, World Food Program USA (WFP USA)",
81,TZA,Tanzania,"ActionAid International USA, Adventist Development and Relief Agency International, African Medical & Research Foundation, Africare, Aga Khan Foundation USA, American Red Cross International Services, AmeriCares, Baptist World Alliance, BRAC USA, Brother's Brother Foundation, CARE, Catholic Relief Services, CBM, Christian Reformed World Relief Committee, Church World Service, CONCERN Worldwide, Development Gateway, Direct Relief International, Education Development Center (EDC), Episcopal Relief & Development, Family Care International, Giving Children Hope, Global Health Council, GlobalGiving, Habitat for Humanity International, Handicap International USA, Heart to Heart International, Heifer International, Helen Keller International, HelpAge USA, IMA World Health, International Center for Research on Women (ICRW), International Rescue Committee (IRC), International Youth Foundation, IntraHealth International Inc., Jhpiego, Lions Club International Foundation, Lutheran World Relief (LWR), Management Sciences for Health (MSH), Pact, PATH, Pathfinder International, PCI, Perkins International, Plan, Plant with Purpose, Project C.U.R.E, ProLiteracy Worldwide, Save the Children, Seva Foundation, Solar Cookers International, Solidarity Center, Stop Hunger Now, Taiwan Buddhist Tzu Chi Foundation, Unitarian Universalist Service Committee, United Nations Foundation, Water Aid America, WellShare International, Winrock International, World Food Program USA (WFP USA), World Neighbors, World Society for the Protection of Animals, World Vision, World Wildlife Fund (WWF)",
82,THA,Thailand,"ActionAid International USA, Adventist Development and Relief Agency International, American Jewish Joint Distribution Committee, American Jewish World Service, American Red Cross International Services, American Refugee Committee, AmeriCares, Ananda Marga Universal Relief Team, Baptist World Alliance, Brother's Brother Foundation, CARE, Catholic Relief Services, CBM, ChildFund International, Church World Service, Direct Relief International, Education Development Center (EDC), Giving Children Hope, Global Fund for Children, Global Health Council, GlobalGiving, Habitat for Humanity International, Handicap International USA, Heifer International, HelpAge USA, Holt International Children's Services, Information Management and Mine Action Programs (IMMAP), International Foundation for Electoral Systems (IFES), International Rescue Committee (IRC), International Youth Foundation, Jesuit Refugee Service, Jhpiego, Joint Council on International Children’s Services, Lions Club International Foundation, Operation Blessing International Relief and Development Corporation, Operation USA, Pact, PATH, Perkins International, Plan, Plant with Purpose, Project C.U.R.E, ProLiteracy Worldwide, Refugees International, Save the Children, Solar Cookers International, Solidarity Center, Stop Hunger Now, Taiwan Buddhist Tzu Chi Foundation, U.S. Committee for Refugees & Immigrants, Winrock International, World Concern, World Society for the Protection of Animals, World Vision, World Wildlife Fund (WWF)",
114,GMB,The Gambia,"ActionAid International USA, Adventist Development and Relief Agency International, African Medical & Research Foundation, AmeriCares, Baptist World Alliance, Catholic Relief Services, ChildFund International, Global Health Council, GlobalGiving, Helping Hand for Relief and Development, International Relief & Development, Lions Club International Foundation, Management Sciences for Health (MSH), Oxfam America, PATH, Perkins International, Project C.U.R.E, Taiwan Buddhist Tzu Chi Foundation, Winrock International, World Food Program USA (WFP USA)",
168,TLS,Timor-Leste,"ACDI/VOCA, Brother's Brother Foundation, CARE, Catholic Relief Services, CBM, ChildFund International, CONCERN Worldwide, Development Gateway, Education Development Center (EDC), Global Fund for Children, Global Health Council, Habitat for Humanity International, International Foundation for Electoral Systems (IFES), Jesuit Refugee Service, Lions Club International Foundation, Management Sciences for Health (MSH), Mercy Corps, National Cooperative Business Association (NCBA), Plan, Taiwan Buddhist Tzu Chi Foundation, Water Aid America, World Food Program USA (WFP USA), World Neighbors, World Vision",
170,TGO,Togo,"Adventist Development and Relief Agency International, American Red Cross International Services, AmeriCares, Baptist World Alliance, CARE, Catholic Relief Services, CBM, ChildFund International, Development Gateway, Freedom from Hunger, Global Health Council, GlobalGiving, Handicap International USA, Lions Club International Foundation, Management Sciences for Health (MSH), Plan, Project C.U.R.E, World Food Program USA (WFP USA)",
171,TON,Tonga,"American Red Cross International Services, Brother's Brother Foundation, Catholic Relief Services, Lions Club International Foundation, Project C.U.R.E",
169,TTO,Trinidad and Tobago,"Adventist Development and Relief Agency International, AmeriCares, Americas ReliefTeam, Baptist World Alliance, Brother's Brother Foundation, Food for the Poor (FFP), Global Health Council, GlobalGiving, Habitat for Humanity International, INMED Partnerships for Children, Lions Club International Foundation, Management Sciences for Health (MSH), Project C.U.R.E",
172,TUN,Tunisia,"Adventist Development and Relief Agency International, American Jewish Joint Distribution Committee, American Red Cross International Services, AmeriCares, GlobalGiving, Handicap International USA, International Center for Not-for-Profit Law, International Foundation for Electoral Systems (IFES), International Medical Corps, Lions Club International Foundation, PATH, Project C.U.R.E, ProLiteracy Worldwide, Society for International Development (SID), Solidarity Center, World Food Program USA (WFP USA)",
173,TUR,Turkey,"Adventist Development and Relief Agency International, American Jewish Joint Distribution Committee, American Red Cross International Services, Catholic Relief Services, Global Fund for Children, Global Health Council, GlobalGiving, Habitat for Humanity International, International Catholic Migration Commission (ICMC), International Center for Not-for-Profit Law, International Medical Corps, International Youth Foundation, Jesuit Refugee Service, Lions Club International Foundation, One Economy Corporation, Perkins International, Physicians for Peace, Project C.U.R.E, Stop Hunger Now, Taiwan Buddhist Tzu Chi Foundation, The Global FoodBanking Network (GFN), USA for UNHCR",
174,TKM,Turkmenistan,"American Jewish Joint Distribution Committee, American Red Cross International Services, International Center for Not-for-Profit Law, Management Sciences for Health (MSH), PATH",
214,TUV,Tuvalu,American Red Cross International Services,
175,UGA,Uganda,"ACDI/VOCA, Action Against Hunger | ACF International, ActionAid International USA, Adventist Development and Relief Agency International, African Medical & Research Foundation, Africare, Aga Khan Foundation USA, Air Serv International, Alliance to End Hunger, American Jewish Joint Distribution Committee, American Jewish World Service, American Red Cross International Services, American Refugee Committee, AmeriCares, Ananda Marga Universal Relief Team, Baptist World Alliance, BRAC USA, Brother's Brother Foundation, CARE, Catholic Relief Services, CBM, ChildFund International, Christian Reformed World Relief Committee, Church World Service, CONCERN Worldwide, Creative Learning, Development Gateway, Direct Relief International, Education Development Center (EDC), Friends of ACTED, Giving Children Hope, Global Fund for Children, Global Health Council, GlobalGiving, Habitat for Humanity International, Handicap International USA, Heart to Heart International, Heifer International, HelpAge USA, Holt International Children's Services, International Center for Not-for-Profit Law, International Center for Research on Women (ICRW), International Foundation for Electoral Systems (IFES), International Orthodox Christian Charities (IOCC), International Rescue Committee (IRC), International Youth Foundation, IntraHealth International Inc., Jesuit Refugee Service, Jhpiego, Latter-day Saint Charities, Lions Club International Foundation, Lutheran World Relief (LWR), Management Sciences for Health (MSH), MAP International, Medical Teams International, Mercy Corps, National Cooperative Business Association (NCBA), One Economy Corporation, PATH, Pathfinder International, Perkins International, Plan, Project C.U.R.E, ProLiteracy Worldwide, Relief International, Resolve Uganda, Save the Children, Solar Cookers International, Solidarity Center, Stop Hunger Now, The Hunger Project, Unitarian Universalist Service Committee, United Nations Foundation, Water Aid America, WellShare International, Winrock International, World Concern, World Food Program USA (WFP USA), World Neighbors, World Vision",
176,UKR,Ukraine,"Adventist Development and Relief Agency International, American Jewish Joint Distribution Committee, American Red Cross International Services, Baptist World Alliance, Bethany Christian Service International, Brother's Brother Foundation, Counterpart International, Direct Relief International, Giving Children Hope, Global Health Council, GlobalGiving, Habitat for Humanity International, Heart to Heart International, Hebrew Immigrant Aid Society, Heifer International, International Center for Not-for-Profit Law, International Foundation for Electoral Systems (IFES), International Relief & Development, International Rescue Committee (IRC), Jesuit Refugee Service, Joint Council on International Children’s Services, Lions Club International Foundation, Management Sciences for Health (MSH), Operation Blessing International Relief and Development Corporation, Pact, PATH, Project C.U.R.E, Solidarity Center, Stop Hunger Now, Taiwan Buddhist Tzu Chi Foundation, Winrock International",
107,ARE,United Arab Emirates,"Global Health Council, International Center for Not-for-Profit Law, Life for Relief and Development, Lions Club International Foundation",
85,GBR,United Kingdom,"ActionAid International USA, Adventist Development and Relief Agency International, Aga Khan Foundation USA, Baptist World Alliance, BRAC USA, Global Health Council, GlobalGiving, Habitat for Humanity International, Humane Society International (HSI), International Rescue Committee (IRC), International Social Service - United States of America Branch Inc., International Youth Foundation, Jesuit Refugee Service, Lions Club International Foundation, ONE Campaign, PATH, Population Action International, Religions for Peace, Seva Foundation, Taiwan Buddhist Tzu Chi Foundation, The Global FoodBanking Network (GFN), The Hunger Project, United Cerebral Palsy (UCP), United Nations Foundation, World Society for the Protection of Animals",
86,USA,United States,"ActionAid International USA, Adventist Development and Relief Agency International, African Methodist Episcopal Service and Development Agency, Africare, Aga Khan Foundation USA, Air Serv International, All Hands Volunteers, Alliance for Peacebuilding, Alliance to End Hunger, American Friends Service Committee, American Jewish World Service, American Near East Refugee Aid, American Red Cross International Services, American Refugee Committee, AmeriCares, America's Development Foundation, Americas ReliefTeam, Amigos de las Americas, Ananda Marga Universal Relief Team, Baptist World Alliance, Basic Education Coalition, Bethany Christian Service International, BRAC USA, Bread for the World, Bread for the World Institute, Brother's Brother Foundation, Campaign for Innocent Victims in Conflict, CBM, CDA Collaborative Learning Projects, Center for Health & Gender Equity, Centre for Development and Population Activities, ChildFund International, Christian Reformed World Relief Committee, Church World Service, Concern America, CONCERN Worldwide, Congressional Hunger Center, Counterpart International, Creative Learning, Direct Relief International, Disability Rights Education and Defense Fund (DREDF), Easter Seals, Education Development Center (EDC), Episcopal Relief & Development, Ethiopian Community Development Council, Family Care International, Food for the Poor (FFP), Freedom from Hunger, Friends of ACTED, Friends of the Global Fight, Giving Children Hope, Global Fund for Children, Global Health Council, Global Links, Global Resource Services, Global Washington, GlobalGiving, Good360, Habitat for Humanity International, Heart to Heart International, Heartland Alliance, Hebrew Immigrant Aid Society, Heifer International, Helen Keller International, Holt International Children's Services, Humane Society International (HSI), IMA World Health, Information Management and Mine Action Programs (IMMAP), INMED Partnerships for Children, InsideNGO, Institute for Sustainable Communities, International Catholic Migration Commission (ICMC), International Center for Research on Women (ICRW), International Emergency and Development Aid (IEDA Relief), International Foundation for Electoral Systems (IFES), International Fund for Animal Welfare, International Housing Coalition (IHC), International Medical Health Organization (IMHO), International Orthodox Christian Charities (IOCC), International Relief & Development, International Relief Teams, International Rescue Committee (IRC), International Social Service - United States of America Branch Inc., International Youth Foundation, IntraHealth International Inc., Islamic Relief USA, Jesuit Refugee Service, Jhpiego, Joint Council on International Children’s Services, Keystone Human Services International, Korean American Sharing Movement, Latter-day Saint Charities, Life for Relief and Development, Lions Club International Foundation, Lutheran World Relief (LWR), Management Sciences for Health (MSH), MAP International, Medical Care Development, Medical Emergency Relief International (Merlin), Medical Teams International, Medshare, Mercy Corps, Mercy USA for Aid and Development, Mobility International USA, National Association of Social Workers, National Cooperative Business Association (NCBA), ONE Campaign, One Economy Corporation, Operation Blessing International Relief and Development Corporation, Operation USA, Outreach International, Oxfam America, Pact, Pan American Development Foundation, Pan American Health and Education Foundation (PAHEF), Pathfinder International, PCI, Perkins International, Physicians for Peace, Plan, Planet Aid, Plant with Purpose, Population Action International, Population Communication, Presbyterian Disaster Assistance, Project C.U.R.E, ProLiteracy Worldwide, Refugees International, Religions for Peace, Resolve Uganda, RESULTS, Salvation Army World Services, Save the Children, Seva Foundation, Society for International Development (SID), Stop Hunger Now, Taiwan Buddhist Tzu Chi Foundation, The Eagles' Wings Foundation, The Global FoodBanking Network (GFN), The Hunger Project, Transparency International USA, Trickle Up Program, U.S. Climate Action Network (USCAN), U.S. Committee for Refugees & Immigrants, U.S. Fund for UNICEF, Unitarian Universalist Service Committee, United Cerebral Palsy (UCP), United Methodist Committee on Relief, United Nations Foundation, United States International Council on Disabilities (USICD), USA for UNHCR, Volunteers Association of Bangladesh (VAB), Water Aid America, WellShare International, Winrock International, Women for Women International, Women Thrive Worldwide, World Concern, World Food Program USA (WFP USA), World Learning, World Rehabilitation Fund, World Relief, World Society for the Protection of Animals, World Vision, World Wildlife Fund (WWF), Zakat Foundation of America",
177,URY,Uruguay,"Adventist Development and Relief Agency International, American Jewish Joint Distribution Committee, Amigos de las Americas, Baptist World Alliance, Brother's Brother Foundation, CBM, Episcopal Relief & Development, GlobalGiving, International Youth Foundation, Lions Club International Foundation, Pan American Development Foundation, Perkins International, Project C.U.R.E",
178,UZB,Uzbekistan,"Adventist Development and Relief Agency International, American Jewish Joint Distribution Committee, American Red Cross International Services, AmeriCares, Baptist World Alliance, Counterpart International, Friends of ACTED, Global Health Council, International Center for Not-for-Profit Law, Management Sciences for Health (MSH), Medical Teams International, PATH, Project C.U.R.E, Stop Hunger Now, World Vision",
179,VUT,Vanuatu,"Adventist Development and Relief Agency International, American Red Cross International Services, CARE, Episcopal Relief & Development, Lions Club International Foundation, World Vision",
180,VEN,Venezuela,"Adventist Development and Relief Agency International, American Jewish Joint Distribution Committee, AmeriCares, Ananda Marga Universal Relief Team, Baptist World Alliance, Brother's Brother Foundation, Hebrew Immigrant Aid Society, International Center for Not-for-Profit Law, International Rescue Committee (IRC), International Social Service - United States of America Branch Inc., International Youth Foundation, Jesuit Refugee Service, Lions Club International Foundation, Pan American Development Foundation, Perkins International, Project C.U.R.E, ProLiteracy Worldwide, Save the Children, Stop Hunger Now, Taiwan Buddhist Tzu Chi Foundation, World Wildlife Fund (WWF)",
87,VNM,Vietnam,"ACDI/VOCA, ActionAid International USA, Adventist Development and Relief Agency International, American Red Cross International Services, AmeriCares, Baptist World Alliance, Brother's Brother Foundation, CARE, Catholic Relief Services, CBM, ChildFund International, Church World Service, Development Gateway, Direct Relief International, Disability Rights Education and Defense Fund (DREDF), Friends of ACTED, Giving Children Hope, Global Health Council, GlobalGiving, Habitat for Humanity International, Handicap International USA, Heart to Heart International, Heifer International, Helen Keller International, HelpAge USA, Holt International Children's Services, Information Management and Mine Action Programs (IMMAP), International Center for Not-for-Profit Law, International Relief Teams, Joint Council on International Children’s Services, Lions Club International Foundation, Management Sciences for Health (MSH), Operation USA, Oxfam America, Pact, PATH, Pathfinder International, Perkins International, Plan, Project C.U.R.E, ReSurge International, Save the Children, Stop Hunger Now, Taiwan Buddhist Tzu Chi Foundation, Winrock International, World Concern, World Vision, World Wildlife Fund (WWF)",
45,PSE,West Bank and Gaza,"Action Against Hunger | ACF International, American Friends Service Committee, American Near East Refugee Aid, AmeriCares, America's Development Foundation, CARE, Catholic Relief Services, CBM, CHF International, Church World Service, Direct Relief International, Education Development Center (EDC), Episcopal Relief & Development, Friends of ACTED, Global Health Council, GlobalGiving, Handicap International USA, HelpAge USA, International Center for Not-for-Profit Law, International Foundation for Electoral Systems (IFES), International Medical Corps, International Relief & Development, International Youth Foundation, Islamic Relief USA, Life for Relief and Development, Lutheran World Relief (LWR), Mercy Corps, Physicians for Peace, Presbyterian Disaster Assistance, Project C.U.R.E, ProLiteracy Worldwide, Relief International, Save the Children, Solidarity Center, Stop Hunger Now, Unitarian Universalist Service Committee, World Food Program USA (WFP USA), World Vision",
181,YEM,Yemen,"Adventist Development and Relief Agency International, American Red Cross International Services, CARE, CBM, CHF International, Counterpart International, Education Development Center (EDC), Global Health Council, Handicap International USA, Heart to Heart International, Information Management and Mine Action Programs (IMMAP), International Center for Not-for-Profit Law, International Foundation for Electoral Systems (IFES), International Medical Corps, International Relief & Development, International Rescue Committee (IRC), Islamic Relief USA, Mercy Corps, Pathfinder International, Refugees International, Relief International, Save the Children, U.S. Committee for Refugees & Immigrants, USA for UNHCR, World Food Program USA (WFP USA)",
54,ZMB,Zambia,"Action Against Hunger | ACF International, ActionAid International USA, Adventist Development and Relief Agency International, African Medical & Research Foundation, Africare, American Jewish World Service, AmeriCares, Baptist World Alliance, Bethany Christian Service International, Brother's Brother Foundation, CARE, Catholic Relief Services, CBM, ChildFund International, Christian Reformed World Relief Committee, CONCERN Worldwide, Direct Relief International, Episcopal Relief & Development, Giving Children Hope, Global Fund for Children, Global Health Council, GlobalGiving, Habitat for Humanity International, Heart to Heart International, Heifer International, International Center for Not-for-Profit Law, International Center for Research on Women (ICRW), International Rescue Committee (IRC), International Youth Foundation, IntraHealth International Inc., Jhpiego, Lions Club International Foundation, Management Sciences for Health (MSH), Medical Care Development, National Cooperative Business Association (NCBA), Outreach International, PATH, PCIPlan, Planet Aid, Population Action International, Project C.U.R.E, ReSurge International, Save the Children, Stop Hunger Now, United Nations Foundation, Water Aid America, Winrock International, World Concern, World Food Program USA (WFP USA), World Relief, World Vision",
55,ZWE,Zimbabwe,"Action Against Hunger | ACF International, ActionAid International USA, Adventist Development and Relief Agency International, African Medical & Research Foundation, Africare, American Friends Service Committee, American Jewish World Service, American Red Cross International Services, AmeriCares, America's Development Foundation, Baptist World Alliance, Brother's Brother Foundation, CARE, Catholic Relief Services, CBM, Christian Reformed World Relief Committee, Church World Service, CONCERN Worldwide, Direct Relief International, Episcopal Relief & Development, Friends of ACTED, Giving Children Hope, Global Health Council, GlobalGiving, Heart to Heart International, Heifer International, Helen Keller International, HelpAge USA, International Center for Not-for-Profit Law, International Foundation for Electoral Systems (IFES), International Medical Corps, International Orthodox Christian Charities (IOCC), International Relief & Development, International Rescue Committee (IRC), IntraHealth International Inc., Jesuit Refugee Service, Lions Club International Foundation, Management Sciences for Health (MSH), Medical Emergency Relief International (Merlin), Mercy Corps, National Cooperative Business Association (NCBA), Pact, PATH, Perkins International, Plan, Planet Aid, Project C.U.R.E, Save the Children, Solar Cookers International, Solidarity Center, Stop Hunger Now, Taiwan Buddhist Tzu Chi Foundation, United Methodist Committee on Relief, World Concern, World Food Program USA (WFP USA), World Vision",
